ID,is_lens,Einstein_area,numb_pix_lensed_image,flux_lensed_image_in_sigma
100099,1,1.50857e-10,1167,18682.0
100100,1,2.67756e-10,565,2027.8
100103,1,1.85385e-9,709,1663.07
100108,1,1.86415e-9,505,1181.73
100115,0,1.98203e-11,0,0.0
100117,0,4.98465e-10,0,0.0
100118,0,1.54334e-9,0,0.0
100119,0,5.1704e-11,0,0.0
100120,1,6.51164e-12,209,478.975
100121,0,1.00917e-11,0,0.0
100123,1,4.55815e-11,107,160.966
100125,1,5.81119e-12,61,113.724
100126,0,1.08181e-11,0,0.0
100128,0,6.1692e-11,0,0.0
100129,1,1.59548e-11,31,54.5057
100134,0,3.11054e-11,0,0.0
100137,1,6.4857e-12,178,2167.63
100139,1,1.32049e-11,43,123.244
100141,1,4.72003e-10,1080,3443.27
100144,1,2.36079e-12,109,278.791
100146,1,2.38674e-12,156,825.983
100147,0,1.76411e-12,0,0.0
100151,0,2.57664e-10,0,0.0
100152,1,9.6847e-10,1173,3198.83
100153,1,1.25511e-10,595,1594.72
100154,0,6.39671e-10,0,0.0
100156,0,1.16924e-10,0,0.0
100157,1,6.04882e-10,133,342.792
100163,1,2.02354e-12,178,763.534
100167,1,9.07998e-12,184,554.976
100168,1,7.86067e-12,117,340.048
100169,1,5.50506e-10,700,2655.51
100175,1,5.65553e-12,168,506.777
100176,0,3.43016e-10,0,0.0
100177,0,5.91236e-11,0,0.0
100180,1,8.69421e-10,1747,14871.5
100182,1,1.23877e-10,329,938.013
100185,0,7.3937e-11,0,0.0
100186,0,1.84194e-12,0,0.0
100190,1,4.79397e-10,1014,3497.52
100192,1,5.45603e-10,1374,8535.28
100194,0,3.32068e-12,0,0.0
100195,1,9.27585e-10,0,0.0
100196,1,1.48652e-11,266,765.111
100198,1,1.09738e-11,96,478.587
100199,0,2.59428e-12,0,0.0
100200,0,2.66432e-11,0,0.0
100201,1,2.23108e-12,25,109.292
100204,1,1.41129e-11,183,445.827
100205,0,1.69562e-10,0,0.0
100206,1,7.56232e-11,406,881.829
100207,0,1.94571e-12,0,0.0
100208,1,8.7972e-11,1037,3962.11
100209,0,1.816e-12,0,0.0
100210,1,1.01109e-9,1040,2846.48
100211,1,1.05943e-9,216,949.39
100216,1,3.44261e-11,118,325.237
100220,1,8.20311e-11,813,3535.99
100221,0,1.21672e-11,0,0.0
100222,0,6.49348e-11,0,0.0
100223,0,1.71625e-9,0,0.0
100224,1,6.53162e-10,192,353.537
100225,1,9.07219e-11,291,735.761
100227,1,2.51905e-11,42,56.5171
100228,0,1.29789e-9,0,0.0
100229,1,1.14953e-9,969,1717.09
100231,1,1.04549e-11,84,196.746
100232,1,6.46235e-11,327,2267.83
100233,1,1.45591e-10,28,59.7722
100234,1,4.22868e-12,45,87.7908
100235,1,8.91861e-10,1690,14845.8
100237,0,5.65553e-12,0,0.0
100238,0,1.82118e-11,0,0.0
100239,1,2.41813e-10,684,2981.52
100240,1,3.39721e-10,371,1891.55
100241,0,2.77873e-10,0,0.0
100244,1,8.36811e-10,744,926.338
100248,0,2.56834e-12,0,0.0
100250,1,7.72058e-11,542,2586.1
100255,1,9.00215e-12,209,494.831
100257,1,5.50895e-10,976,3529.61
100258,1,4.48291e-11,181,1091.69
100261,1,4.46216e-12,49,64.3422
100262,1,3.81359e-12,169,1019.54
100264,0,1.87333e-10,0,0.0
100265,1,5.11073e-12,157,507.444
100270,1,1.59463e-9,575,1473.02
100271,1,1.6152e-10,2027,30209.9
100272,1,7.42223e-11,3706,26600.2
100273,0,3.09498e-11,0,0.0
100274,1,1.48414e-9,494,1474.91
100275,0,2.23108e-12,0,0.0
100280,1,6.6647e-11,74,140.755
100282,0,8.86854e-10,0,0.0
100283,1,9.44318e-12,182,687.283
100287,1,1.1887e-10,929,3041.94
100289,1,4.33245e-12,196,586.118
100291,0,4.56853e-11,0,0.0
100293,0,1.05976e-10,0,0.0
100294,0,2.27207e-10,0,0.0
100295,0,1.29929e-9,0,0.0
100296,1,6.01873e-12,283,1193.75
100300,1,1.13422e-10,24,69.0252
100303,1,9.63256e-11,608,2974.79
100304,1,3.45999e-10,833,3827.67
100305,1,6.384e-10,1695,6849.83
100307,1,9.85826e-11,437,1228.55
100309,0,2.20514e-12,0,0.0
100310,1,1.79005e-12,149,670.005
100311,1,8.39249e-11,183,487.754
100313,0,7.49902e-10,0,0.0
100316,0,1.78038e-9,0,0.0
100319,1,1.23877e-10,81,211.978
100321,1,2.43032e-10,1094,3594.26
100325,0,3.16398e-10,0,0.0
100326,1,1.36744e-10,520,2212.43
100327,0,4.48551e-11,0,0.0
100335,1,8.23321e-10,1650,7171.91
100336,1,9.96203e-12,211,1558.37
100337,1,2.93154e-12,143,378.476
100338,1,6.37985e-10,0,0.0
100342,1,4.66244e-10,466,635.68
100343,1,4.17679e-12,70,226.673
100344,0,5.04847e-10,0,0.0
100346,0,6.39334e-10,0,0.0
100347,1,5.41193e-10,1061,4980.68
100348,1,1.48393e-10,72,140.498
100349,1,6.17438e-12,90,449.61
100350,0,1.45581e-9,0,0.0
100351,0,5.39091e-11,0,0.0
100352,1,3.71241e-11,48,100.528
100353,1,4.6697e-12,143,294.529
100354,0,1.35681e-11,0,0.0
100357,1,5.18078e-10,474,1595.77
100358,1,3.24285e-12,145,464.068
100359,0,7.86067e-10,0,0.0
100361,1,7.81293e-10,31,34.7325
100363,1,2.17919e-12,115,469.877
100365,1,1.71248e-10,522,2210.84
100367,1,1.17508e-9,1022,3117.28
100371,1,1.29263e-9,1019,4249.5
100372,1,3.96925e-12,303,2118.24
100374,1,3.83279e-10,443,1573.93
100375,1,1.6759e-11,0,0.0
100376,1,1.72935e-10,275,388.497
100377,1,1.28339e-10,279,475.268
100378,1,1.37756e-11,409,1478.84
100379,1,4.98102e-12,95,177.841
100381,0,1.84194e-12,0,0.0
100385,0,1.2974e-10,0,0.0
100386,0,5.33643e-11,0,0.0
100391,1,1.97165e-12,102,138.976
100393,1,1.02993e-11,118,248.352
100394,1,8.57928e-10,925,2850.21
100395,0,1.16276e-10,0,0.0
100396,1,2.33485e-12,646,16981.7
100400,1,1.01353e-9,882,1960.9
100401,1,7.63237e-11,77,514.686
100402,1,2.13769e-11,214,702.068
100404,1,6.79105e-10,91,218.841
100406,1,4.38719e-10,1968,17577.4
100407,0,4.7234e-10,0,0.0
100408,1,8.5331e-10,8,10.4865
100410,0,9.57808e-11,0,0.0
100412,0,5.02616e-10,0,0.0
100413,1,1.27742e-10,848,3003.56
100414,1,3.36737e-11,377,1884.22
100416,1,3.39851e-12,909,4246.74
100417,1,2.07542e-11,232,1113.6
100422,1,1.92651e-10,730,4091.22
100423,1,1.06002e-10,397,699.63
100424,1,2.15325e-12,234,1093.6
100428,1,6.71918e-12,260,2350.86
100432,1,3.34662e-12,76,223.629
100433,1,8.56112e-12,238,1217.93
100434,1,4.33245e-12,109,3422.66
100435,0,2.67574e-10,0,0.0
100437,1,9.99576e-11,260,1235.65
100438,0,7.99479e-10,0,0.0
100441,1,1.27818e-9,528,2085.09
100442,1,3.13389e-11,2547,50255.5
100446,0,1.68628e-12,0,0.0
100449,0,5.01007e-10,0,0.0
100451,1,2.11563e-10,1060,2274.07
100452,0,4.75531e-10,0,0.0
100454,0,1.20945e-10,0,0.0
100455,1,9.04288e-10,76,226.839
100461,1,1.07403e-11,151,672.036
100462,1,2.54239e-12,153,904.115
100464,0,1.58147e-10,0,0.0
100465,1,1.0139e-9,925,3294.03
100468,0,7.65312e-12,0,0.0
100471,1,1.58251e-11,59,155.313
100472,0,8.14111e-10,0,0.0
100473,1,3.88078e-10,128,246.802
100474,1,1.58072e-9,220,356.368
100478,1,4.22868e-12,115,383.153
100480,1,8.95286e-11,91,390.01
100483,1,3.99519e-12,78,135.783
100485,1,3.37594e-10,207,878.948
100489,1,5.86307e-12,245,2495.22
100490,1,4.51405e-11,96,404.409
100492,1,3.96925e-12,47,71.9576
100494,1,4.77659e-10,821,3373.96
100495,1,2.80182e-12,1408,41183.0
100497,0,1.25044e-11,0,0.0
100500,0,4.82536e-12,0,0.0
100501,1,3.92514e-11,257,723.901
100502,1,4.46216e-12,86,283.141
100505,1,2.74189e-10,230,1151.23
100506,0,2.46457e-12,0,0.0
100508,0,2.17919e-12,0,0.0
100510,1,3.70982e-12,2085,12242.7
100513,0,1.1549e-9,0,0.0
100514,1,1.40221e-10,750,1785.71
100515,1,3.42445e-12,250,880.499
100516,0,5.83687e-10,0,0.0
100521,0,2.20254e-10,0,0.0
100528,1,2.04948e-12,112,353.177
100529,1,2.72399e-12,1,1.01145
100531,1,2.26584e-10,937,3251.87
100533,1,2.77588e-12,92,401.54
100534,1,1.816e-12,187,1042.28
100537,1,1.0429e-11,86,639.714
100538,0,3.26879e-12,0,0.0
100541,1,2.05337e-10,814,2152.34
100543,1,2.72918e-11,476,1955.6
100544,1,1.65071e-9,133,302.73
100545,0,5.19401e-10,0,0.0
100547,1,1.45817e-9,2380,8030.94
100548,0,2.75772e-11,0,0.0
100549,1,1.13033e-10,549,2429.75
100550,0,2.09021e-10,0,0.0
100553,1,6.3041e-12,85,146.185
100554,1,1.13863e-9,2302,11808.7
100555,1,3.58011e-12,63,167.248
100560,0,1.25745e-10,0,0.0
100563,1,1.73817e-12,126,440.603
100564,1,2.72399e-12,234,1302.88
100565,1,5.79821e-10,978,4216.08
100569,0,2.17919e-12,0,0.0
100570,1,1.65798e-9,1066,5219.39
100571,1,5.12111e-11,38,69.0861
100572,0,8.4781e-11,0,0.0
100573,0,6.79701e-12,0,0.0
100576,0,9.51218e-10,0,0.0
100577,1,2.64591e-10,102,325.27
100578,1,2.25106e-10,510,928.35
100580,1,4.11453e-11,0,0.0
100581,1,8.17976e-11,30,114.989
100582,0,8.06821e-12,0,0.0
100589,1,2.66432e-11,399,1934.23
100590,0,3.0117e-10,0,0.0
100592,1,1.18901e-9,1881,4882.38
100594,1,5.78524e-12,149,451.172
100597,0,9.27507e-10,0,0.0
100598,1,6.68805e-11,554,2405.5
100600,0,2.97823e-11,0,0.0
100602,0,2.48298e-10,0,0.0
100605,1,7.10833e-12,50,64.9995
100607,1,3.1767e-10,336,1216.72
100608,1,5.96944e-11,334,973.666
100609,1,9.42242e-11,1032,10343.1
100610,0,3.85225e-10,0,0.0
100613,0,6.07061e-12,0,0.0
100617,1,8.3432e-11,270,585.805
100618,0,6.6206e-10,0,0.0
100619,0,1.86788e-12,0,0.0
100628,1,3.96925e-12,88,609.599
100629,0,1.7763e-10,0,0.0
100631,1,6.14429e-10,340,921.512
100632,1,1.15809e-10,570,1038.14
100633,1,9.72855e-12,505,4385.8
100634,1,2.30398e-10,483,1803.21
100635,0,8.45735e-12,0,0.0
100638,1,4.53999e-12,154,818.322
100640,1,1.86993e-9,1345,12465.3
100641,0,6.16634e-10,0,0.0
100642,1,6.56353e-12,51,159.629
100649,1,1.73298e-11,214,688.728
100651,1,1.28209e-10,329,1941.87
100652,1,7.11351e-11,1561,6929.2
100653,1,2.23108e-12,100,230.491
100656,1,7.30834e-10,1109,1565.34
100660,1,1.72442e-10,185,1075.67
100662,1,1.84194e-12,77,532.304
100665,0,6.98121e-11,0,0.0
100667,1,1.86176e-9,765,2226.95
100668,1,2.46457e-12,31,156.113
100673,0,1.43204e-11,0,0.0
100676,0,6.61541e-12,0,0.0
100678,1,1.23534e-9,0,0.0
100679,0,5.65553e-12,0,0.0
100680,1,1.33476e-10,749,2994.45
100683,1,1.68031e-10,488,1538.0
100684,1,6.33523e-11,85,156.342
100686,0,1.54155e-9,0,0.0
100687,0,1.03019e-10,0,0.0
100689,0,5.88901e-12,0,0.0
100692,1,7.8988e-10,130,621.023
100695,1,6.3041e-12,61,325.005
100697,0,1.6929e-9,0,0.0
100698,1,1.18948e-10,461,1215.75
100705,0,2.46301e-10,0,0.0
100706,1,2.51645e-12,110,198.394
100708,1,3.9184e-10,597,1453.93
100712,0,1.67487e-10,0,0.0
100713,0,2.90559e-12,0,0.0
100715,0,1.38586e-10,0,0.0
100717,1,4.79942e-12,35,85.5303
100720,0,4.51405e-12,0,0.0
100721,1,1.87572e-9,2757,7181.22
100725,1,1.27639e-11,117,583.555
100729,1,2.27518e-11,24,24.5576
100730,1,2.33485e-12,130,627.278
100732,1,1.16483e-11,58,245.374
100734,1,3.21691e-12,114,560.426
100735,0,1.68628e-12,0,0.0
100739,1,4.96156e-10,1256,4689.03
100741,1,8.317e-10,530,1477.47
100743,0,2.67081e-10,0,0.0
100745,0,1.26367e-10,0,0.0
100748,1,6.82295e-12,48,142.511
100749,1,2.17919e-12,178,958.845
100750,1,3.21691e-12,52,101.514
100752,0,1.61445e-9,0,0.0
100753,1,9.05404e-12,183,1603.36
100754,0,1.84619e-9,0,0.0
100755,1,6.99236e-10,2470,11668.0
100756,1,1.36527e-9,0,0.0
100757,0,1.79005e-12,0,0.0
100758,1,1.04031e-11,83,206.036
100761,0,1.3332e-10,0,0.0
100762,1,1.82917e-9,662,1121.98
100763,1,1.86529e-11,49,79.4717
100765,0,1.83784e-9,0,0.0
100769,0,4.14566e-11,0,0.0
100776,1,2.54239e-12,146,297.183
100777,1,1.56378e-9,63,130.141
100778,0,4.76854e-10,0,0.0
100781,0,2.05726e-11,0,0.0
100782,1,1.02381e-9,1752,4512.03
100784,0,7.16177e-10,0,0.0
100785,0,3.4478e-11,0,0.0
100786,1,2.71725e-10,2363,11067.6
100795,0,1.43401e-9,0,0.0
100798,1,2.96786e-11,153,216.128
100799,1,1.68421e-10,173,602.83
100801,0,5.44306e-10,0,0.0
100804,1,1.4969e-11,68,280.106
100805,1,7.3553e-10,2930,14511.5
100809,1,5.17559e-11,147,317.06
100811,1,3.14167e-11,344,785.982
100813,0,3.55416e-12,0,0.0
100814,1,1.81729e-10,1032,10561.1
100817,0,1.48756e-10,0,0.0
100818,1,1.22629e-9,955,3636.47
100820,1,2.46457e-12,60,396.538
100824,1,5.42204e-12,123,410.424
100826,1,2.82776e-12,94,486.384
100830,1,2.10137e-12,104,344.033
100831,1,5.55176e-12,178,345.939
100832,1,2.8096e-11,408,4126.01
100833,1,4.15085e-12,77,194.82
100837,0,3.13908e-12,0,0.0
100838,0,3.75159e-10,0,0.0
100840,1,1.84868e-10,546,1771.01
100841,0,3.98481e-11,0,0.0
100846,1,4.08858e-11,481,1673.65
100847,1,3.60864e-11,713,1568.48
100849,0,5.42464e-11,0,0.0
100852,0,4.33245e-12,0,0.0
100853,1,1.47433e-10,0,0.0
100855,1,3.39851e-12,129,7027.98
100856,1,1.18818e-11,214,630.226
100857,1,5.63996e-11,60,315.421
100858,0,3.16502e-12,0,0.0
100862,0,1.03317e-9,0,0.0
100863,1,5.42204e-12,177,457.551
100867,1,1.9976e-12,220,429.854
100868,1,2.51645e-12,141,1269.75
100870,1,1.73817e-12,94,170.481
100872,1,1.77994e-10,1042,2452.51
100874,0,1.87826e-11,0,0.0
100876,0,1.14174e-10,0,0.0
100877,1,6.51164e-12,365,862.434
100878,1,4.15085e-12,291,484.142
100880,1,8.09415e-12,134,285.679
100882,1,1.12099e-10,77,167.413
100884,1,1.36158e-9,1088,1531.24
100886,1,8.60004e-10,2057,9433.46
100888,1,1.49949e-11,1017,3890.66
100889,1,6.90078e-12,53,131.578
100890,1,4.91253e-10,871,4681.25
100891,1,3.50228e-12,46,137.648
100897,1,6.07061e-12,109,408.228
100899,1,4.55919e-10,364,1404.72
100901,1,1.816e-12,277,1512.41
100903,1,1.28746e-9,257,1181.91
100904,1,1.25044e-11,291,1472.08
100914,0,1.29247e-10,0,0.0
100921,1,1.27535e-9,147,2170.01
100922,0,1.05665e-9,0,0.0
100925,1,2.59428e-12,161,664.064
100928,1,1.65961e-9,972,2736.44
100930,0,2.30891e-12,0,0.0
100931,1,3.06203e-10,719,1417.9
100933,0,3.90491e-10,0,0.0
100934,1,1.40065e-10,347,774.154
100935,0,1.09997e-11,0,0.0
100939,1,5.03835e-10,816,3992.25
100940,1,1.2245e-11,102,306.256
100941,0,1.61364e-11,0,0.0
100942,1,6.17957e-11,515,2446.17
100943,0,3.00677e-11,0,0.0
100944,1,5.98863e-10,36,84.3829
100945,0,1.71222e-12,0,0.0
100946,1,7.87364e-11,947,8099.74
100947,1,5.83453e-11,1636,31139.0
100948,0,5.29752e-11,0,0.0
100949,1,3.58789e-11,212,304.466
100950,1,2.04948e-12,104,236.515
100952,1,1.67886e-9,988,1843.45
100953,1,6.33938e-10,94,152.133
100954,1,4.92083e-10,526,2698.38
100955,1,2.57871e-10,183,685.345
100956,1,1.27898e-11,37,69.2409
100957,1,1.48133e-11,0,0.0
100958,0,3.41537e-10,0,0.0
100959,1,8.16783e-10,649,840.087
100960,1,1.87307e-11,92,108.407
100963,0,7.54416e-10,0,0.0
100972,1,1.25615e-10,271,333.402
100975,1,1.73817e-12,129,363.158
100976,1,5.83116e-10,963,3753.57
100977,1,3.33624e-11,258,556.048
100981,1,1.01436e-11,45,98.8278
100984,0,5.1678e-11,0,0.0
100987,1,4.05486e-11,222,966.808
100990,1,5.45084e-10,893,1908.09
100993,1,1.00684e-10,600,2009.85
100994,0,2.27337e-10,0,0.0
100995,1,1.61338e-10,1943,41650.2
100997,0,8.08248e-10,0,0.0
100998,1,3.99519e-12,337,984.28
101002,1,8.26434e-10,671,916.878
101004,1,1.45461e-10,244,474.808
101005,1,2.12212e-11,0,0.0
101007,0,7.10833e-12,0,0.0
101008,0,6.80869e-10,0,0.0
101009,1,3.70463e-11,49,103.305
101010,1,4.3065e-12,101,309.733
101014,0,7.99038e-12,0,0.0
101015,0,8.58706e-12,0,0.0
101018,1,1.13007e-10,1626,3556.62
101021,0,1.13889e-11,0,0.0
101022,0,1.44224e-9,0,0.0
101024,1,4.74753e-12,265,734.03
101027,1,5.74633e-11,395,2064.2
101029,1,1.816e-12,43,304.533
101030,1,3.83953e-12,30,78.7846
101031,1,3.41667e-11,207,835.57
101035,0,5.34422e-11,0,0.0
101036,1,3.86548e-12,205,472.36
101038,1,8.97621e-12,103,328.371
101041,0,4.22868e-12,0,0.0
101042,0,5.47393e-12,0,0.0
101044,1,5.71131e-10,832,1758.93
101046,1,5.16443e-10,1241,5102.46
101047,1,1.77965e-9,6699,63682.5
101048,1,4.6697e-12,115,263.452
101050,1,4.05745e-11,33,58.9577
101053,1,6.64136e-12,133,911.952
101058,0,7.16021e-12,0,0.0
101059,1,6.45976e-12,127,455.761
101063,0,5.44954e-10,0,0.0
101064,1,2.90819e-11,674,3037.01
101065,1,7.78284e-12,104,202.964
101066,1,2.07672e-10,944,4888.87
101067,1,1.55812e-10,926,3214.62
101068,1,9.18375e-12,63,210.157
101069,1,1.78876e-9,132,196.82
101073,0,4.68008e-11,0,0.0
101074,1,1.25911e-9,83,179.224
101077,1,2.07542e-12,123,453.961
101078,1,6.26e-11,0,0.0
101084,1,5.97488e-10,1538,4584.23
101088,1,4.79942e-12,138,538.584
101089,0,1.56228e-9,0,0.0
101092,1,9.20632e-10,769,1152.88
101094,1,1.82637e-11,187,490.248
101096,1,2.86668e-11,475,2263.29
101097,1,8.76399e-10,1790,10794.6
101099,1,8.54296e-11,618,2013.38
101101,1,2.28297e-12,117,395.415
101103,1,5.47393e-11,78,405.219
101104,0,2.0033e-10,0,0.0
101106,0,1.31125e-9,0,0.0
101109,1,5.88668e-10,1134,6016.02
101113,1,1.18948e-10,434,1797.96
101114,1,4.53298e-10,699,1860.26
101115,1,4.45438e-11,411,3102.14
101118,1,1.89382e-12,162,1381.79
101121,1,1.56565e-10,301,467.261
101126,1,2.06245e-11,95,166.865
101132,1,1.70652e-10,774,4919.67
101134,0,1.0141e-10,0,0.0
101135,1,6.25403e-10,604,1395.14
101136,0,3.80425e-10,0,0.0
101139,0,5.751e-10,0,0.0
101141,0,7.70501e-12,0,0.0
101142,0,3.06125e-12,0,0.0
101144,1,3.60916e-10,1906,5164.5
101145,1,2.93154e-12,74,123.396
101146,0,1.62376e-10,0,0.0
101150,1,6.71918e-12,90,196.309
101153,1,1.19487e-9,0,0.0
101158,1,1.21215e-9,1822,7000.21
101161,1,6.71918e-12,189,419.481
101162,1,9.44837e-11,140,307.87
101165,1,2.27025e-10,670,2216.85
101166,1,3.58011e-12,102,262.23
101168,0,4.63105e-10,0,0.0
101169,1,1.09175e-9,1037,3106.67
101170,0,1.15549e-10,0,0.0
101173,1,9.01953e-10,1613,4883.59
101175,1,3.00936e-12,242,407.564
101180,0,2.14547e-10,0,0.0
101184,1,2.04948e-12,120,842.877
101186,0,6.34042e-11,0,0.0
101189,1,2.81479e-11,141,408.036
101195,0,1.68628e-12,0,0.0
101196,1,1.78512e-10,1906,8395.47
101197,0,1.14408e-11,0,0.0
101199,1,1.9976e-12,134,1050.35
101200,1,1.16743e-11,1958,32606.4
101203,0,2.09358e-11,0,0.0
101205,1,5.66357e-10,428,694.61
101210,0,1.56938e-9,0,0.0
101214,0,1.86788e-11,0,0.0
101215,0,9.43228e-10,0,0.0
101216,1,5.04328e-11,145,818.656
101217,1,2.41268e-12,118,254.065
101219,1,5.20231e-10,663,1237.28
101221,0,1.20893e-11,0,0.0
101222,1,5.359e-10,1264,7388.05
101225,1,9.98279e-11,159,608.364
101228,0,1.85989e-9,0,0.0
101229,1,2.30891e-12,183,506.099
101233,0,1.05821e-10,0,0.0
101234,1,1.44828e-9,901,2576.57
101235,1,3.09498e-11,445,2354.16
101236,1,2.62671e-10,564,2331.01
101238,1,6.95267e-12,69,393.763
101240,0,6.07061e-12,0,0.0
101241,1,9.9335e-11,895,4807.23
101242,1,2.14677e-10,25,34.5002
101244,0,3.32068e-12,0,0.0
101245,1,4.9447e-11,639,6765.42
101246,1,4.78904e-11,825,13235.2
101251,1,6.95267e-12,185,442.479
101254,0,2.62022e-12,0,0.0
101260,1,1.79524e-11,277,1150.43
101261,0,8.12087e-10,0,0.0
101262,1,2.00538e-11,85,172.71
101263,1,1.66293e-11,584,2429.74
101264,1,1.18948e-9,1406,3958.45
101265,1,4.15085e-12,100,170.53
101268,1,4.63598e-11,36,113.317
101269,1,5.51544e-11,122,313.679
101271,0,1.5148e-10,0,0.0
101276,0,7.68633e-10,0,0.0
101277,0,7.47152e-12,0,0.0
101279,1,1.17521e-11,181,720.618
101280,1,4.92913e-12,106,403.052
101281,1,1.31488e-9,1906,9078.0
101283,1,5.00696e-12,69,208.866
101285,1,3.39851e-12,121,368.222
101286,0,1.33087e-11,0,0.0
101289,0,6.27816e-12,0,0.0
101297,0,1.58248e-9,0,0.0
101300,1,4.38433e-12,57,398.03
101302,1,1.24344e-10,414,1827.93
101303,1,1.65455e-9,542,1821.5
101307,1,3.27398e-11,144,395.571
101309,0,1.18507e-10,0,0.0
101311,1,4.00297e-11,48,181.719
101314,0,1.86529e-11,0,0.0
101315,0,8.87062e-10,0,0.0
101316,1,2.02535e-10,2623,10420.7
101317,1,4.1249e-12,218,774.212
101318,1,9.85645e-10,204,390.336
101319,0,8.22387e-12,0,0.0
101321,1,1.54814e-9,1414,5351.24
101325,1,6.09241e-10,916,2699.89
101326,1,1.77503e-9,1042,5270.81
101327,1,3.37594e-10,1632,10465.4
101329,1,2.07542e-12,21,25.4614
101330,1,7.78284e-12,19,35.7015
101331,1,5.13667e-12,1,1.00071
101332,1,1.03512e-10,126,808.003
101337,1,2.34289e-10,179,1079.03
101342,1,1.47874e-11,35,115.337
101343,1,1.84349e-10,88,578.232
101345,0,3.03142e-10,0,0.0
101346,1,6.79182e-11,44,131.168
101347,1,7.7543e-11,106,288.467
101349,1,8.53959e-10,671,2044.36
101350,0,1.20245e-10,0,0.0
101352,1,1.26341e-10,42,210.047
101353,1,4.46216e-12,134,10785.9
101354,1,1.32568e-11,287,501.82
101355,1,1.76152e-11,260,1028.98
101356,1,3.39851e-12,91,307.473
101358,0,4.6998e-10,0,0.0
101363,1,5.81119e-12,187,495.113
101364,1,1.1075e-10,72,126.651
101365,1,2.67211e-12,82,243.331
101366,1,4.24372e-10,684,2876.1
101367,1,5.66331e-11,214,604.621
101368,0,2.44641e-11,0,0.0
101372,1,1.73298e-10,966,2613.3
101373,1,7.97897e-10,742,1882.75
101374,1,3.15205e-11,172,451.428
101375,1,2.3019e-10,42,198.955
101376,1,5.38572e-11,102,363.88
101379,0,3.54664e-10,0,0.0
101381,1,3.70982e-12,29,94.8518
101383,1,1.09479e-10,0,0.0
101385,1,1.0883e-10,254,578.193
101386,1,5.30841e-10,5242,198460.0
101387,1,1.83348e-9,22,56.3558
101389,0,3.10665e-10,0,0.0
101390,1,5.67369e-11,473,1967.21
101391,1,3.99e-11,92,15689.9
101394,1,1.816e-11,216,1099.57
101395,0,1.58095e-10,0,0.0
101396,1,4.0808e-10,552,2566.78
101397,0,1.73869e-10,0,0.0
101399,0,6.77107e-12,0,0.0
101401,1,6.42214e-10,1311,5737.08
101403,1,4.28056e-12,38,122.816
101406,1,2.34082e-10,245,379.361
101407,1,8.95286e-11,456,2859.9
101408,0,8.47551e-11,0,0.0
101410,1,1.69137e-9,888,2132.13
101415,0,2.77821e-10,0,0.0
101418,1,2.85371e-12,98,200.125
101421,1,5.96684e-12,41,71.6874
101423,0,8.28353e-11,0,0.0
101425,1,3.57388e-10,146,397.202
101430,0,4.43622e-12,0,0.0
101431,1,1.17002e-11,92,144.521
101432,1,8.18495e-11,0,0.0
101433,1,1.87826e-11,324,1115.43
101440,0,1.82637e-11,0,0.0
101443,1,2.35431e-10,662,2931.56
101444,1,2.87446e-11,45,148.873
101446,0,8.13514e-10,0,0.0
101447,1,6.63357e-11,661,3301.0
101448,1,3.32068e-12,203,2299.36
101452,0,7.0305e-12,0,0.0
101454,0,2.00538e-11,0,0.0
101455,0,7.34181e-12,0,0.0
101457,1,4.79942e-12,108,1341.58
