ID,is_lens,Einstein_area,numb_pix_lensed_image,flux_lensed_image_in_sigma
100051,1,5.81819e-10,511,952.494
100052,1,1.80736e-9,38,164.357
100053,0,5.42204e-11,0,0.0
100054,1,5.65553e-12,176,934.968
100055,0,7.62718e-12,0,0.0
100056,1,2.82776e-12,75,166.014
100057,1,1.43028e-9,430,2136.3
100058,0,1.32352e-9,0,0.0
100059,0,3.58789e-11,0,0.0
100060,1,2.91597e-11,21,68.8341
100061,1,5.28195e-10,789,2355.98
100062,0,2.07127e-10,0,0.0
100063,0,4.22919e-10,0,0.0
100064,1,1.74377e-9,74,183.407
100065,1,5.58185e-10,63,222.054
100066,1,1.00399e-11,79,175.282
100067,0,2.10137e-12,0,0.0
100068,0,1.47614e-11,0,0.0
100069,0,1.48548e-10,0,0.0
100070,1,5.20542e-10,669,1400.94
100071,1,2.38674e-12,79,303.8
100072,1,4.37318e-10,301,948.213
100073,1,6.22627e-12,149,732.787
100074,1,1.43049e-10,922,2488.03
100075,1,1.71222e-12,84,331.041
100076,1,4.74753e-12,194,579.352
100077,1,7.0746e-11,398,1331.91
100078,1,3.58789e-11,259,784.851
100079,0,1.19015e-9,0,0.0
100080,1,1.14408e-11,248,1351.54
100081,1,1.04264e-10,15,37.6966
100082,0,1.96906e-11,0,0.0
100083,1,2.04948e-11,269,827.894
100084,0,2.18724e-10,0,0.0
100085,1,1.94571e-12,307,2125.31
100086,1,5.24044e-12,119,228.333
100087,1,4.45775e-10,1694,4256.82
100088,0,1.88272e-9,0,0.0
100089,1,4.95507e-12,1962,33190.4
100090,0,5.65553e-12,0,0.0
100091,1,1.2507e-9,949,1689.79
100092,1,1.97165e-12,42,144.032
100093,1,4.80383e-10,70,200.617
100094,1,1.07403e-11,2286,15498.9
100095,0,4.20014e-11,0,0.0
100096,0,1.30363e-10,0,0.0
100097,1,1.73817e-12,140,542.092
100098,1,2.11019e-10,332,1628.32
100099,1,1.50857e-10,1167,18682.0
100100,1,2.67756e-10,565,2027.8
100101,1,5.60364e-12,143,455.039
100102,1,9.7026e-12,251,1983.12
100103,1,1.85385e-9,709,1663.07
100104,1,1.59123e-9,1586,7701.38
100105,1,4.94781e-10,855,5126.51
100106,1,9.10592e-12,160,432.009
100107,1,7.10833e-12,108,280.301
100108,1,1.86415e-9,505,1181.73
100109,1,3.16502e-12,331,1966.95
100110,1,1.75114e-11,397,1285.88
100111,1,3.16502e-12,99,186.344
100112,0,1.09019e-9,0,0.0
100113,1,5.2145e-12,177,475.776
100114,1,3.95524e-10,2012,9194.16
100115,0,1.98203e-11,0,0.0
100116,1,5.34422e-12,106,506.437
100117,0,4.98465e-10,0,0.0
100118,0,1.54334e-9,0,0.0
100119,0,5.1704e-11,0,0.0
100120,1,6.51164e-12,209,478.975
100121,0,1.00917e-11,0,0.0
100122,1,1.30259e-10,1222,7055.29
100123,1,4.55815e-11,107,160.966
100124,0,2.35587e-10,0,0.0
100125,1,5.81119e-12,61,113.724
100126,0,1.08181e-11,0,0.0
100127,1,3.47633e-12,70,187.063
100128,0,6.1692e-11,0,0.0
100129,1,1.59548e-11,31,54.5057
100130,1,4.37447e-10,101,297.895
100131,1,3.11314e-12,146,395.467
100132,1,3.32068e-12,110,302.068
100133,1,3.67402e-10,573,5764.35
100134,0,3.11054e-11,0,0.0
100135,1,2.7214e-11,101,252.345
100136,1,1.65108e-9,1074,1754.31
100137,1,6.4857e-12,178,2167.63
100138,1,1.1337e-11,171,624.721
100139,1,1.32049e-11,43,123.244
100140,0,8.19714e-10,0,0.0
100141,1,4.72003e-10,1080,3443.27
100142,1,2.17141e-11,390,1184.44
100143,0,1.32308e-11,0,0.0
100144,1,2.36079e-12,109,278.791
100145,1,4.25462e-12,106,338.485
100146,1,2.38674e-12,156,825.983
100147,0,1.76411e-12,0,0.0
100148,1,3.84213e-11,484,1685.52
100149,1,3.50228e-10,238,328.395
100150,1,1.87413e-9,4707,101592.0
100151,0,2.57664e-10,0,0.0
100152,1,9.6847e-10,1173,3198.83
100153,1,1.25511e-10,595,1594.72
100154,0,6.39671e-10,0,0.0
100155,1,3.81359e-12,232,1439.34
100156,0,1.16924e-10,0,0.0
100157,1,6.04882e-10,133,342.792
100158,0,2.02354e-12,0,0.0
100159,0,9.85826e-12,0,0.0
100160,0,5.00955e-11,0,0.0
100161,0,3.24285e-12,0,0.0
100162,1,4.15085e-12,204,465.094
100163,1,2.02354e-12,178,763.534
100164,1,3.78765e-12,319,649.607
100165,1,8.92432e-12,167,1019.48
100166,1,1.21594e-10,712,2674.02
100167,1,9.07998e-12,184,554.976
100168,1,7.86067e-12,117,340.048
100169,1,5.50506e-10,700,2655.51
100170,0,4.53999e-12,0,0.0
100171,1,3.19096e-12,103,513.238
100172,1,3.49787e-10,1944,4258.99
100173,1,1.69622e-9,266,962.719
100174,0,9.7026e-12,0,0.0
100175,1,5.65553e-12,168,506.777
100176,0,3.43016e-10,0,0.0
100177,0,5.91236e-11,0,0.0
100178,1,5.79432e-10,1203,3816.06
100179,1,2.18698e-11,912,2994.98
100180,1,8.69421e-10,1747,14871.5
100181,1,8.00724e-10,1560,14567.8
100182,1,1.23877e-10,329,938.013
100183,1,4.444e-11,31,74.6492
100184,1,8.44697e-11,53,95.865
100185,0,7.3937e-11,0,0.0
100186,0,1.84194e-12,0,0.0
100187,1,2.04429e-11,3037,16800.9
100188,1,7.75352e-10,107,203.844
100189,0,1.34384e-11,0,0.0
100190,1,4.79397e-10,1014,3497.52
100191,1,5.66617e-10,85,222.839
100192,1,5.45603e-10,1374,8535.28
100193,1,1.44761e-11,107,523.703
100194,0,3.32068e-12,0,0.0
100195,1,9.27585e-10,0,0.0
100196,1,1.48652e-11,266,765.111
100197,1,9.52101e-12,514,3229.0
100198,1,1.09738e-11,96,478.587
100199,0,2.59428e-12,0,0.0
100200,0,2.66432e-11,0,0.0
100201,1,2.23108e-12,25,109.292
100202,1,6.82295e-12,69,356.093
100203,1,8.47006e-10,247,495.929
100204,1,1.41129e-11,183,445.827
100205,0,1.69562e-10,0,0.0
100206,1,7.56232e-11,406,881.829
100207,0,1.94571e-12,0,0.0
100208,1,8.7972e-11,1037,3962.11
100209,0,1.816e-12,0,0.0
100210,1,1.01109e-9,1040,2846.48
100211,1,1.05943e-9,216,949.39
100212,1,6.52202e-10,2981,11133.6
100213,1,2.49051e-12,101,188.869
100214,0,1.50494e-10,0,0.0
100215,1,1.46836e-11,355,3170.94
100216,1,3.44261e-11,118,325.237
100217,1,5.2612e-11,456,1323.76
100218,1,2.38674e-12,131,466.136
100219,1,9.59883e-12,133,433.126
100220,1,8.20311e-11,813,3535.99
100221,0,1.21672e-11,0,0.0
100222,0,6.49348e-11,0,0.0
100223,0,1.71625e-9,0,0.0
100224,1,6.53162e-10,192,353.537
100225,1,9.07219e-11,291,735.761
100226,1,2.11097e-10,105,229.42
100227,1,2.51905e-11,42,56.5171
100228,0,1.29789e-9,0,0.0
100229,1,1.14953e-9,969,1717.09
100230,0,4.3065e-12,0,0.0
100231,1,1.04549e-11,84,196.746
100232,1,6.46235e-11,327,2267.83
100233,1,1.45591e-10,28,59.7722
100234,1,4.22868e-12,45,87.7908
100235,1,8.91861e-10,1690,14845.8
100236,1,2.05726e-11,278,4129.09
100237,0,5.65553e-12,0,0.0
100238,0,1.82118e-11,0,0.0
100239,1,2.41813e-10,684,2981.52
100240,1,3.39721e-10,371,1891.55
100241,0,2.77873e-10,0,0.0
100242,1,2.93154e-12,82,217.872
100243,0,9.54695e-11,0,0.0
100244,1,8.36811e-10,744,926.338
100245,1,2.18179e-11,40,94.9911
100246,1,7.76987e-10,2241,16397.9
100247,1,6.22627e-12,233,1118.39
100248,0,2.56834e-12,0,0.0
100249,1,4.95196e-10,319,955.797
100250,1,7.72058e-11,542,2586.1
100251,0,5.6218e-11,0,0.0
100252,1,2.10396e-11,355,1551.84
100253,1,1.91977e-12,85,125.17
100254,1,5.54268e-10,2041,11901.2
100255,1,9.00215e-12,209,494.831
100256,0,4.42584e-11,0,0.0
100257,1,5.50895e-10,976,3529.61
100258,1,4.48291e-11,181,1091.69
100259,1,1.80562e-11,314,2657.54
100260,1,1.4289e-9,394,1252.81
100261,1,4.46216e-12,49,64.3422
100262,1,3.81359e-12,169,1019.54
100263,1,2.1299e-11,639,1867.43
100264,0,1.87333e-10,0,0.0
100265,1,5.11073e-12,157,507.444
100266,1,3.29214e-10,283,644.511
100267,1,4.77347e-12,165,1361.42
100268,1,5.41426e-11,0,0.0
100269,0,1.20535e-9,0,0.0
100270,1,1.59463e-9,575,1473.02
100271,1,1.6152e-10,2027,30209.9
100272,1,7.42223e-11,3706,26600.2
100273,0,3.09498e-11,0,0.0
100274,1,1.48414e-9,494,1474.91
100275,0,2.23108e-12,0,0.0
100276,1,9.72855e-12,19,42.8187
100277,0,1.98099e-10,0,0.0
100278,1,4.18976e-11,61,400.84
100279,1,1.15134e-10,121,287.593
100280,1,6.6647e-11,74,140.755
100281,1,2.29775e-10,121,217.041
100282,0,8.86854e-10,0,0.0
100283,1,9.44318e-12,182,687.283
100284,0,6.56353e-12,0,0.0
100285,1,1.54181e-9,316,544.857
100286,1,1.16743e-11,27,39.0645
100287,1,1.1887e-10,929,3041.94
100288,0,5.14783e-10,0,0.0
100289,1,4.33245e-12,196,586.118
100290,1,7.40667e-11,590,3220.18
100291,0,4.56853e-11,0,0.0
100292,0,9.15002e-11,0,0.0
100293,0,1.05976e-10,0,0.0
100294,0,2.27207e-10,0,0.0
100295,0,1.29929e-9,0,0.0
100296,1,6.01873e-12,283,1193.75
100297,0,4.64584e-10,0,0.0
100298,1,1.36394e-9,647,1675.6
100299,0,8.30169e-12,0,0.0
100300,1,1.13422e-10,24,69.0252
100301,1,4.45957e-11,141,459.336
100302,0,3.7534e-10,0,0.0
100303,1,9.63256e-11,608,2974.79
100304,1,3.45999e-10,833,3827.67
100305,1,6.384e-10,1695,6849.83
100306,1,1.09271e-10,1225,4616.14
100307,1,9.85826e-11,437,1228.55
100308,0,8.17198e-12,0,0.0
100309,0,2.20514e-12,0,0.0
100310,1,1.79005e-12,149,670.005
100311,1,8.39249e-11,183,487.754
100312,0,1.78746e-11,0,0.0
100313,0,7.49902e-10,0,0.0
100314,0,2.00434e-10,0,0.0
100315,1,8.57202e-10,1867,8649.5
100316,0,1.78038e-9,0,0.0
100317,1,5.16262e-12,34,70.7228
100318,1,1.78486e-11,146,415.306
100319,1,1.23877e-10,81,211.978
100320,1,7.51096e-10,2276,9538.74
100321,1,2.43032e-10,1094,3594.26
100322,1,5.04328e-11,44,143.645
100323,1,2.82776e-12,178,366.814
100324,1,2.62022e-12,152,514.754
100325,0,3.16398e-10,0,0.0
100326,1,1.36744e-10,520,2212.43
100327,0,4.48551e-11,0,0.0
100328,1,1.29973e-11,130,567.608
100329,0,5.11073e-10,0,0.0
100330,1,9.77421e-10,1272,2609.26
100331,1,5.01604e-10,819,2660.73
100332,1,4.15085e-12,31,71.0115
100333,0,1.2245e-11,0,0.0
100334,1,3.56195e-11,3483,165452.0
100335,1,8.23321e-10,1650,7171.91
100336,1,9.96203e-12,211,1558.37
100337,1,2.93154e-12,143,378.476
100338,1,6.37985e-10,0,0.0
100339,0,2.07205e-10,0,0.0
100340,1,1.3153e-11,280,1404.15
100341,1,7.74859e-10,725,2115.46
100342,1,4.66244e-10,466,635.68
100343,1,4.17679e-12,70,226.673
100344,0,5.04847e-10,0,0.0
100345,0,1.35421e-10,0,0.0
100346,0,6.39334e-10,0,0.0
100347,1,5.41193e-10,1061,4980.68
100348,1,1.48393e-10,72,140.498
100349,1,6.17438e-12,90,449.61
100350,0,1.45581e-9,0,0.0
100351,0,5.39091e-11,0,0.0
100352,1,3.71241e-11,48,100.528
100353,1,4.6697e-12,143,294.529
100354,0,1.35681e-11,0,0.0
100355,0,9.65072e-12,0,0.0
100356,1,3.64496e-11,0,0.0
100357,1,5.18078e-10,474,1595.77
100358,1,3.24285e-12,145,464.068
100359,0,7.86067e-10,0,0.0
100360,1,7.38072e-11,230,1296.79
100361,1,7.81293e-10,31,34.7325
100362,1,4.62301e-10,3976,20728.1
100363,1,2.17919e-12,115,469.877
100364,1,1.86788e-12,108,226.241
100365,1,1.71248e-10,522,2210.84
100366,1,1.39572e-11,204,1341.79
100367,1,1.17508e-9,1022,3117.28
100368,1,1.04191e-9,145,419.513
100369,1,1.78723e-9,212,567.68
100370,1,6.55886e-10,293,867.328
100371,1,1.29263e-9,1019,4249.5
100372,1,3.96925e-12,303,2118.24
100373,1,1.70571e-9,1362,3716.42
100374,1,3.83279e-10,443,1573.93
100375,1,1.6759e-11,0,0.0
100376,1,1.72935e-10,275,388.497
100377,1,1.28339e-10,279,475.268
100378,1,1.37756e-11,409,1478.84
100379,1,4.98102e-12,95,177.841
100380,0,9.05144e-11,0,0.0
100381,0,1.84194e-12,0,0.0
100382,0,1.2136e-10,0,0.0
100383,0,2.30891e-12,0,0.0
100384,0,7.60124e-12,0,0.0
100385,0,1.2974e-10,0,0.0
100386,0,5.33643e-11,0,0.0
100387,0,1.5685e-9,0,0.0
100388,1,1.11554e-11,40,78.8515
100389,1,1.11606e-10,1018,3100.69
100390,1,2.62022e-12,264,2618.31
100391,1,1.97165e-12,102,138.976
100392,1,1.54458e-9,952,3210.94
100393,1,1.02993e-11,118,248.352
100394,1,8.57928e-10,925,2850.21
100395,0,1.16276e-10,0,0.0
100396,1,2.33485e-12,646,16981.7
100397,1,5.58029e-11,620,2099.51
100398,1,7.94213e-10,0,0.0
100399,0,3.53938e-10,0,0.0
100400,1,1.01353e-9,882,1960.9
100401,1,7.63237e-11,77,514.686
100402,1,2.13769e-11,214,702.068
100403,1,2.78211e-10,1497,5107.46
100404,1,6.79105e-10,91,218.841
100405,0,2.70064e-11,0,0.0
100406,1,4.38719e-10,1968,17577.4
100407,0,4.7234e-10,0,0.0
100408,1,8.5331e-10,8,10.4865
100409,1,3.29473e-12,175,711.331
100410,0,9.57808e-11,0,0.0
100411,0,2.36728e-10,0,0.0
100412,0,5.02616e-10,0,0.0
100413,1,1.27742e-10,848,3003.56
100414,1,3.36737e-11,377,1884.22
100415,1,7.97222e-11,450,1112.19
100416,1,3.39851e-12,909,4246.74
100417,1,2.07542e-11,232,1113.6
100418,1,1.28417e-11,279,964.118
100419,1,4.96286e-11,498,645.413
100420,1,2.58261e-10,736,2578.88
100421,1,4.72107e-10,67,176.041
100422,1,1.92651e-10,730,4091.22
100423,1,1.06002e-10,397,699.63
100424,1,2.15325e-12,234,1093.6
100425,0,1.78751e-9,0,0.0
100426,1,5.03498e-10,909,2517.59
100427,1,3.37256e-12,206,879.72
100428,1,6.71918e-12,260,2350.86
100429,1,4.59084e-10,122,508.745
100430,1,7.51122e-10,100,123.006
100431,0,1.80834e-9,0,0.0
100432,1,3.34662e-12,76,223.629
100433,1,8.56112e-12,238,1217.93
100434,1,4.33245e-12,109,3422.66
100435,0,2.67574e-10,0,0.0
100436,0,5.74373e-10,0,0.0
100437,1,9.99576e-11,260,1235.65
100438,0,7.99479e-10,0,0.0
100439,0,6.51631e-10,0,0.0
100440,1,1.84562e-9,343,1627.33
100441,1,1.27818e-9,528,2085.09
100442,1,3.13389e-11,2547,50255.5
100443,1,1.02461e-9,69,282.696
100444,1,1.25924e-9,1424,5125.15
100445,1,2.11953e-11,216,535.011
100446,0,1.68628e-12,0,0.0
100447,1,1.05587e-11,129,369.108
100448,1,2.95748e-12,112,1046.74
100449,0,5.01007e-10,0,0.0
100450,1,5.15457e-10,127,32491.0
100451,1,2.11563e-10,1060,2274.07
100452,0,4.75531e-10,0,0.0
100453,0,1.67744e-9,0,0.0
100454,0,1.20945e-10,0,0.0
100455,1,9.04288e-10,76,226.839
100456,0,4.09896e-12,0,0.0
100457,1,1.75399e-9,1327,2908.62
100458,1,2.55537e-11,327,1085.65
100459,1,1.79005e-12,101,214.861
100460,1,2.66692e-11,427,800.211
100461,1,1.07403e-11,151,672.036
100462,1,2.54239e-12,153,904.115
100463,1,7.88661e-12,142,244.986
100464,0,1.58147e-10,0,0.0
100465,1,1.0139e-9,925,3294.03
100466,1,3.08719e-12,129,517.457
100467,1,2.04948e-12,32,85.9941
100468,0,7.65312e-12,0,0.0
100469,1,9.90236e-11,49,111.311
100470,0,6.87484e-12,0,0.0
100471,1,1.58251e-11,59,155.313
100472,0,8.14111e-10,0,0.0
100473,1,3.88078e-10,128,246.802
100474,1,1.58072e-9,220,356.368
100475,0,4.6697e-12,0,0.0
100476,1,4.1249e-12,106,371.323
100477,1,1.85909e-9,191,958.409
100478,1,4.22868e-12,115,383.153
100479,1,2.3486e-10,1615,11797.9
100480,1,8.95286e-11,91,390.01
100481,1,8.29365e-10,0,0.0
100482,0,1.31271e-11,0,0.0
100483,1,3.99519e-12,78,135.783
100484,1,2.43603e-11,287,910.802
100485,1,3.37594e-10,207,878.948
100486,1,9.41723e-12,77,465.101
100487,1,1.09219e-11,108,302.997
100488,1,3.73576e-12,283,2675.64
100489,1,5.86307e-12,245,2495.22
100490,1,4.51405e-11,96,404.409
100491,1,1.89382e-12,46,131.664
100492,1,3.96925e-12,47,71.9576
100493,1,1.70963e-11,186,390.982
100494,1,4.77659e-10,821,3373.96
100495,1,2.80182e-12,1408,41183.0
100496,1,4.14384e-10,1814,7255.6
100497,0,1.25044e-11,0,0.0
100498,1,3.10406e-10,69,164.854
100499,1,1.03823e-10,656,1707.24
100500,0,4.82536e-12,0,0.0
100501,1,3.92514e-11,257,723.901
100502,1,4.46216e-12,86,283.141
100503,1,2.41268e-12,1877,12228.6
100504,1,3.16502e-12,237,749.288
100505,1,2.74189e-10,230,1151.23
100506,0,2.46457e-12,0,0.0
100507,1,8.72742e-10,1286,3616.93
100508,0,2.17919e-12,0,0.0
100509,1,5.00696e-12,90,280.584
100510,1,3.70982e-12,2085,12242.7
100511,1,9.23045e-11,226,533.723
100512,1,5.00774e-10,759,3308.69
100513,0,1.1549e-9,0,0.0
100514,1,1.40221e-10,750,1785.71
100515,1,3.42445e-12,250,880.499
100516,0,5.83687e-10,0,0.0
100517,1,1.25337e-9,388,774.473
100518,1,9.83232e-11,216,578.674
100519,1,2.43862e-12,134,517.111
100520,1,3.86548e-12,250,488.336
100521,0,2.20254e-10,0,0.0
100522,1,4.08106e-10,1260,4866.84
100523,0,1.37237e-11,0,0.0
100524,0,3.42445e-12,0,0.0
100525,1,1.90161e-11,44,176.938
100526,1,7.88661e-12,188,1873.96
100527,1,6.95267e-12,188,606.099
100528,1,2.04948e-12,112,353.177
100529,1,2.72399e-12,1,1.01145
100530,1,1.65256e-11,381,1104.17
100531,1,2.26584e-10,937,3251.87
100532,1,9.7026e-12,245,1165.73
100533,1,2.77588e-12,92,401.54
100534,1,1.816e-12,187,1042.28
100535,1,3.19875e-11,0,0.0
100536,1,1.816e-12,82,254.536
100537,1,1.0429e-11,86,639.714
100538,0,3.26879e-12,0,0.0
100539,0,3.30874e-10,0,0.0
100540,0,8.12528e-11,0,0.0
100541,1,2.05337e-10,814,2152.34
100542,1,3.10872e-10,383,647.332
100543,1,2.72918e-11,476,1955.6
100544,1,1.65071e-9,133,302.73
100545,0,5.19401e-10,0,0.0
100546,0,2.73904e-10,0,0.0
100547,1,1.45817e-9,2380,8030.94
100548,0,2.75772e-11,0,0.0
100549,1,1.13033e-10,549,2429.75
100550,0,2.09021e-10,0,0.0
100551,0,8.14033e-10,0,0.0
100552,0,1.1778e-11,0,0.0
100553,1,6.3041e-12,85,146.185
100554,1,1.13863e-9,2302,11808.7
100555,1,3.58011e-12,63,167.248
100556,0,5.98371e-10,0,0.0
100557,1,9.4162e-10,509,5144.72
100558,0,5.48171e-11,0,0.0
100559,1,1.46444e-9,1819,7147.51
100560,0,1.25745e-10,0,0.0
100561,1,2.28297e-12,236,783.791
100562,1,3.97314e-10,494,1194.35
100563,1,1.73817e-12,126,440.603
100564,1,2.72399e-12,234,1302.88
100565,1,5.79821e-10,978,4216.08
100566,1,2.20514e-12,183,2770.32
100567,0,2.38674e-12,0,0.0
100568,1,5.95802e-10,800,2066.12
100569,0,2.17919e-12,0,0.0
100570,1,1.65798e-9,1066,5219.39
100571,1,5.12111e-11,38,69.0861
100572,0,8.4781e-11,0,0.0
100573,0,6.79701e-12,0,0.0
100574,1,2.69805e-12,96,325.063
100575,1,4.51405e-12,154,596.738
100576,0,9.51218e-10,0,0.0
100577,1,2.64591e-10,102,325.27
100578,1,2.25106e-10,510,928.35
100579,0,2.98342e-12,0,0.0
100580,1,4.11453e-11,0,0.0
100581,1,8.17976e-11,30,114.989
100582,0,8.06821e-12,0,0.0
100583,0,3.32587e-11,0,0.0
100584,0,5.83713e-12,0,0.0
100585,1,8.77152e-10,449,1107.37
100586,1,2.38674e-12,405,802.025
100587,1,1.49949e-11,2018,79045.7
100588,1,8.84649e-12,62,242.878
100589,1,2.66432e-11,399,1934.23
100590,0,3.0117e-10,0,0.0
100591,1,9.2224e-10,1693,4536.05
100592,1,1.18901e-9,1881,4882.38
100593,1,3.1313e-11,452,4841.06
100594,1,5.78524e-12,149,451.172
100595,1,2.46457e-12,133,226.542
100596,1,9.59883e-12,41,108.442
100597,0,9.27507e-10,0,0.0
100598,1,6.68805e-11,554,2405.5
100599,0,4.46216e-12,0,0.0
100600,0,2.97823e-11,0,0.0
100601,1,2.67211e-12,95,162.554
100602,0,2.48298e-10,0,0.0
100603,1,3.70982e-12,189,623.404
100604,0,1.86095e-9,0,0.0
100605,1,7.10833e-12,50,64.9995
100606,1,7.5753e-12,21,25.2033
100607,1,3.1767e-10,336,1216.72
100608,1,5.96944e-11,334,973.666
100609,1,9.42242e-11,1032,10343.1
100610,0,3.85225e-10,0,0.0
100611,1,2.69805e-12,63,198.154
100612,1,2.53772e-10,59,146.214
100613,0,6.07061e-12,0,0.0
100614,1,3.34662e-12,382,1457.34
100615,1,5.66435e-10,623,2308.95
100616,1,8.06821e-12,145,285.105
100617,1,8.3432e-11,270,585.805
100618,0,6.6206e-10,0,0.0
100619,0,1.86788e-12,0,0.0
100620,1,3.56843e-10,374,1252.36
100621,1,6.62812e-10,220,513.809
100622,1,1.28469e-10,249,320.071
100623,0,1.91977e-12,0,0.0
100624,1,1.9976e-12,39,106.736
100625,1,4.3065e-12,136,270.36
100626,0,4.91097e-11,0,0.0
100627,0,1.8609e-9,0,0.0
100628,1,3.96925e-12,88,609.599
100629,0,1.7763e-10,0,0.0
100630,0,2.09488e-10,0,0.0
100631,1,6.14429e-10,340,921.512
100632,1,1.15809e-10,570,1038.14
100633,1,9.72855e-12,505,4385.8
100634,1,2.30398e-10,483,1803.21
100635,0,8.45735e-12,0,0.0
100636,1,1.06365e-11,79,348.456
100637,1,5.71779e-11,843,2461.81
100638,1,4.53999e-12,154,818.322
100639,0,6.35598e-12,0,0.0
100640,1,1.86993e-9,1345,12465.3
100641,0,6.16634e-10,0,0.0
100642,1,6.56353e-12,51,159.629
100643,1,4.87725e-12,18,43.2249
100644,1,2.67211e-12,141,608.322
100645,0,5.4511e-10,0,0.0
100646,1,2.23367e-11,128,410.268
100647,1,6.01873e-12,254,563.447
100648,1,1.06638e-9,1826,6555.36
100649,1,1.73298e-11,214,688.728
100650,1,8.70277e-10,534,1462.8
100651,1,1.28209e-10,329,1941.87
100652,1,7.11351e-11,1561,6929.2
100653,1,2.23108e-12,100,230.491
100654,1,2.33485e-12,76,153.462
100655,1,1.70997e-9,3007,10715.3
100656,1,7.30834e-10,1109,1565.34
100657,0,1.83286e-10,0,0.0
100658,1,1.88889e-10,188,590.641
100659,1,1.93326e-10,50,150.799
100660,1,1.72442e-10,185,1075.67
100661,0,5.48586e-10,0,0.0
100662,1,1.84194e-12,77,532.304
100663,1,9.72518e-10,1923,6137.32
100664,1,2.12731e-12,80,209.656
100665,0,6.98121e-11,0,0.0
100666,0,1.95349e-11,0,0.0
100667,1,1.86176e-9,765,2226.95
100668,1,2.46457e-12,31,156.113
100669,0,6.72126e-10,0,0.0
100670,0,1.89382e-12,0,0.0
100671,0,4.51145e-11,0,0.0
100672,0,1.32827e-11,0,0.0
100673,0,1.43204e-11,0,0.0
100674,1,6.6097e-10,28,48.9772
100675,0,2.77069e-10,0,0.0
100676,0,6.61541e-12,0,0.0
100677,1,1.60067e-11,0,0.0
100678,1,1.23534e-9,0,0.0
100679,0,5.65553e-12,0,0.0
100680,1,1.33476e-10,749,2994.45
100681,0,3.42445e-12,0,0.0
100682,1,1.33554e-9,604,1851.27
100683,1,1.68031e-10,488,1538.0
100684,1,6.33523e-11,85,156.342
100685,0,9.09295e-11,0,0.0
100686,0,1.54155e-9,0,0.0
100687,0,1.03019e-10,0,0.0
100688,1,2.12731e-12,432,2189.84
100689,0,5.88901e-12,0,0.0
100690,1,3.46881e-10,1331,3943.17
100691,1,6.40787e-12,54,97.693
100692,1,7.8988e-10,130,621.023
100693,1,3.32068e-11,0,0.0
100694,0,3.80581e-11,0,0.0
100695,1,6.3041e-12,61,325.005
100696,1,4.71121e-11,593,4789.56
100697,0,1.6929e-9,0,0.0
100698,1,1.18948e-10,461,1215.75
100699,1,1.1076e-9,171,306.478
100700,0,4.4881e-12,0,0.0
100701,1,1.45799e-11,49,112.406
100702,1,1.8121e-10,217,256.042
100703,1,2.20514e-12,401,4256.46
100704,0,2.01057e-11,0,0.0
100705,0,2.46301e-10,0,0.0
100706,1,2.51645e-12,110,198.394
100707,1,3.02234e-11,432,5758.43
100708,1,3.9184e-10,597,1453.93
100709,0,2.68248e-11,0,0.0
100710,1,3.68388e-12,233,1653.27
100711,0,4.09896e-12,0,0.0
100712,0,1.67487e-10,0,0.0
100713,0,2.90559e-12,0,0.0
100714,0,1.03875e-10,0,0.0
